t,err_weighted
26.639991,0.115031
26.659994,0.142698
26.679757,0.150466
26.699827,0.138655
26.719915,0.110506
26.739979,0.095304
26.759801,0.100593
26.779947,0.116067
26.799642,0.135800
26.819687,0.115158
26.839872,0.098348
26.859681,0.120098
26.880080,0.087468
26.899696,0.168996
26.919922,0.265437
26.939869,0.240115
26.959966,0.191858
26.980119,0.198740
26.999893,0.212110
27.019625,0.192070
27.039800,0.165778
27.059665,0.155321
27.079870,0.160046
27.099759,0.159309
27.119746,0.141494
27.139695,0.112823
27.159873,0.195869
27.179966,0.243631
27.199702,0.351803
27.219785,0.300615
27.239763,0.221813
27.259905,0.199860
27.279784,0.153597
27.300049,0.096922
27.319902,0.072510
27.340286,0.060633
27.360017,0.039965
27.379713,0.048786
27.399710,0.066952
27.419665,0.077169
27.439817,0.103467
27.460047,0.278789
27.479806,0.260165
27.499950,0.429399
27.519937,0.406342
27.539958,0.263771
27.559934,0.217427
27.579657,0.207709
27.599969,0.164076
27.620112,0.117893
27.639704,0.101325
27.659601,0.097948
27.679765,0.096092
27.699746,0.092000
27.719750,0.091383
27.739746,0.074859
27.759847,0.059488
27.779680,0.165166
27.799707,0.161720
27.819545,0.223520
27.839972,0.362042
27.859975,0.354938
27.879812,0.375172
27.899917,0.383883
